Time_Index,NG,None,coal,uranium
1890,2.03,0.00,2.47,0.70
1891,2.03,0.00,2.47,0.70
1892,2.03,0.00,2.47,0.70
1893,2.03,0.00,2.47,0.70
1894,2.03,0.00,2.47,0.70
1895,2.03,0.00,2.47,0.70
1896,2.03,0.00,2.47,0.70
1897,2.03,0.00,2.47,0.70
1898,2.03,0.00,2.47,0.70
1899,2.03,0.00,2.47,0.70
1900,2.03,0.00,2.47,0.70
1901,2.03,0.00,2.47,0.70
1902,2.03,0.00,2.47,0.70
1903,2.03,0.00,2.47,0.70
1904,2.03,0.00,2.47,0.70
1905,2.03,0.00,2.47,0.70
1906,2.03,0.00,2.47,0.70
1907,2.03,0.00,2.47,0.70
1908,2.03,0.00,2.47,0.70
1909,2.03,0.00,2.47,0.70
1910,2.03,0.00,2.47,0.70
1911,2.03,0.00,2.47,0.70
1912,2.03,0.00,2.47,0.70
1913,2.03,0.00,2.47,0.70
1914,2.03,0.00,2.47,0.70
1915,2.03,0.00,2.47,0.70
1916,2.03,0.00,2.47,0.70
1917,2.03,0.00,2.47,0.70
1918,2.03,0.00,2.47,0.70
1919,2.03,0.00,2.47,0.70
1920,2.03,0.00,2.47,0.70
1921,2.03,0.00,2.47,0.70
1922,2.03,0.00,2.47,0.70
1923,2.03,0.00,2.47,0.70
1924,2.03,0.00,2.47,0.70
1925,2.03,0.00,2.47,0.70
1926,2.03,0.00,2.47,0.70
1927,2.03,0.00,2.47,0.70
1928,2.03,0.00,2.47,0.70
1929,2.03,0.00,2.47,0.70
1930,2.03,0.00,2.47,0.70
1931,2.03,0.00,2.47,0.70
1932,2.03,0.00,2.47,0.70
1933,2.03,0.00,2.47,0.70
1934,2.03,0.00,2.47,0.70
1935,2.03,0.00,2.47,0.70
1936,2.03,0.00,2.47,0.70
1937,2.03,0.00,2.47,0.70
1938,2.03,0.00,2.47,0.70
1939,2.03,0.00,2.47,0.70
1940,2.03,0.00,2.47,0.70
1941,2.03,0.00,2.47,0.70
1942,2.03,0.00,2.47,0.70
1943,2.03,0.00,2.47,0.70
1944,2.03,0.00,2.47,0.70
1945,2.03,0.00,2.47,0.70
1946,2.03,0.00,2.47,0.70
1947,2.03,0.00,2.47,0.70
1948,2.03,0.00,2.47,0.70
1949,2.03,0.00,2.47,0.70
1950,2.03,0.00,2.47,0.70
1951,2.03,0.00,2.47,0.70
1952,2.03,0.00,2.47,0.70
1953,2.03,0.00,2.47,0.70
1954,2.03,0.00,2.47,0.70
1955,2.03,0.00,2.47,0.70
1956,2.03,0.00,2.47,0.70
1957,2.03,0.00,2.47,0.70
1958,2.03,0.00,2.47,0.70
1959,2.03,0.00,2.47,0.70
1960,2.03,0.00,2.47,0.70
1961,2.03,0.00,2.47,0.70
1962,2.03,0.00,2.47,0.70
1963,2.03,0.00,2.47,0.70
1964,2.03,0.00,2.47,0.70
1965,2.03,0.00,2.47,0.70
1966,2.03,0.00,2.47,0.70
1967,2.03,0.00,2.47,0.70
1968,2.03,0.00,2.47,0.70
1969,2.03,0.00,2.47,0.70
1970,2.03,0.00,2.47,0.70
1971,2.03,0.00,2.47,0.70
1972,2.03,0.00,2.47,0.70
1973,2.03,0.00,2.47,0.70
1974,2.03,0.00,2.47,0.70
1975,2.03,0.00,2.47,0.70
1976,2.03,0.00,2.47,0.70
1977,2.03,0.00,2.47,0.70
1978,2.03,0.00,2.47,0.70
1979,2.03,0.00,2.47,0.70
1980,2.03,0.00,2.47,0.70
1981,2.03,0.00,2.47,0.70
1982,2.03,0.00,2.47,0.70
1983,2.03,0.00,2.47,0.70
1984,2.03,0.00,2.47,0.70
1985,2.03,0.00,2.47,0.70
1986,2.03,0.00,2.47,0.70
1987,2.03,0.00,2.47,0.70
1988,2.03,0.00,2.47,0.70
1989,2.03,0.00,2.47,0.70
1990,2.03,0.00,2.47,0.70
1991,2.03,0.00,2.47,0.70
1992,2.03,0.00,2.47,0.70
1993,2.03,0.00,2.47,0.70
1994,2.03,0.00,2.47,0.70
1995,2.03,0.00,2.47,0.70
1996,2.03,0.00,2.47,0.70
1997,2.03,0.00,2.47,0.70
1998,2.03,0.00,2.47,0.70
1999,2.03,0.00,2.47,0.70
2000,2.03,0.00,2.47,0.70
2001,2.03,0.00,2.47,0.70
2002,2.03,0.00,2.47,0.70
2003,2.03,0.00,2.47,0.70
2004,2.03,0.00,2.47,0.70
2005,2.03,0.00,2.47,0.70
2006,2.03,0.00,2.47,0.70
2007,2.03,0.00,2.47,0.70
2008,2.03,0.00,2.47,0.70
2009,2.03,0.00,2.47,0.70
2010,2.03,0.00,2.47,0.70
2011,2.03,0.00,2.47,0.70
2012,2.03,0.00,2.47,0.70
2013,2.03,0.00,2.47,0.70
2014,2.03,0.00,2.47,0.70
2015,2.03,0.00,2.47,0.70
2016,2.03,0.00,2.47,0.70
2017,2.03,0.00,2.47,0.70
2018,2.03,0.00,2.47,0.70
2019,2.03,0.00,2.47,0.70
2020,2.03,0.00,2.47,0.70
2021,2.03,0.00,2.47,0.70
2022,2.03,0.00,2.47,0.70
2023,2.03,0.00,2.47,0.70
2024,2.03,0.00,2.47,0.70
2025,2.03,0.00,2.47,0.70
2026,2.03,0.00,2.47,0.70
2027,2.03,0.00,2.47,0.70
2028,2.03,0.00,2.47,0.70
2029,2.03,0.00,2.47,0.70
2030,2.03,0.00,2.47,0.70
2031,2.03,0.00,2.47,0.70
2032,2.03,0.00,2.47,0.70
2033,2.03,0.00,2.47,0.70
2034,2.03,0.00,2.47,0.70
2035,2.03,0.00,2.47,0.70
2036,2.03,0.00,2.47,0.70
2037,2.03,0.00,2.47,0.70
2038,2.03,0.00,2.47,0.70
2039,2.03,0.00,2.47,0.70
2040,2.03,0.00,2.47,0.70
2041,2.03,0.00,2.47,0.70
2042,2.03,0.00,2.47,0.70
2043,2.03,0.00,2.47,0.70
2044,2.03,0.00,2.47,0.70
2045,2.03,0.00,2.47,0.70
2046,2.03,0.00,2.47,0.70
2047,2.03,0.00,2.47,0.70
2048,2.03,0.00,2.47,0.70
2049,2.03,0.00,2.47,0.70
2050,2.03,0.00,2.47,0.70
2051,2.03,0.00,2.47,0.70
2052,2.03,0.00,2.47,0.70
2053,2.03,0.00,2.47,0.70
2054,2.03,0.00,2.47,0.70
2055,2.03,0.00,2.47,0.70
2056,2.03,0.00,2.47,0.70
2057,2.03,0.00,2.47,0.70
2058,2.03,0.00,2.47,0.70
2059,2.03,0.00,2.47,0.70
2060,2.03,0.00,2.47,0.70
2061,2.03,0.00,2.47,0.70
2062,2.03,0.00,2.47,0.70
2063,2.03,0.00,2.47,0.70
2064,2.03,0.00,2.47,0.70
2065,2.03,0.00,2.47,0.70
2066,2.03,0.00,2.47,0.70
2067,2.03,0.00,2.47,0.70
2068,2.03,0.00,2.47,0.70
2069,2.03,0.00,2.47,0.70
2070,2.03,0.00,2.47,0.70
2071,2.03,0.00,2.47,0.70
2072,2.03,0.00,2.47,0.70
2073,2.03,0.00,2.47,0.70
2074,2.03,0.00,2.47,0.70
2075,2.03,0.00,2.47,0.70
2076,2.03,0.00,2.47,0.70
2077,2.03,0.00,2.47,0.70
2078,2.03,0.00,2.47,0.70
2079,2.03,0.00,2.47,0.70
2080,2.03,0.00,2.47,0.70
2081,2.03,0.00,2.47,0.70
2082,2.03,0.00,2.47,0.70
2083,2.03,0.00,2.47,0.70
2084,2.03,0.00,2.47,0.70
2085,2.03,0.00,2.47,0.70
2086,2.03,0.00,2.47,0.70
2087,2.03,0.00,2.47,0.70
2088,2.03,0.00,2.47,0.70
2089,2.03,0.00,2.47,0.70
2090,2.03,0.00,2.47,0.70
2091,2.03,0.00,2.47,0.70
2092,2.03,0.00,2.47,0.70
2093,2.03,0.00,2.47,0.70
2094,2.03,0.00,2.47,0.70
2095,2.03,0.00,2.47,0.70
2096,2.03,0.00,2.47,0.70
2097,2.03,0.00,2.47,0.70
2098,2.03,0.00,2.47,0.70
2099,2.03,0.00,2.47,0.70
2100,2.03,0.00,2.47,0.70
2101,2.03,0.00,2.47,0.70
2102,2.03,0.00,2.47,0.70
2103,2.03,0.00,2.47,0.70
2104,2.03,0.00,2.47,0.70
2105,2.03,0.00,2.47,0.70
2106,2.03,0.00,2.47,0.70
2107,2.03,0.00,2.47,0.70
2108,2.03,0.00,2.47,0.70
2109,2.03,0.00,2.47,0.70
2110,2.03,0.00,2.47,0.70
2111,2.03,0.00,2.47,0.70
2112,2.03,0.00,2.47,0.70
2113,2.03,0.00,2.47,0.70
2114,2.03,0.00,2.47,0.70
2115,2.03,0.00,2.47,0.70
2116,2.03,0.00,2.47,0.70
2117,2.03,0.00,2.47,0.70
2118,2.03,0.00,2.47,0.70
2119,2.03,0.00,2.47,0.70
2120,2.03,0.00,2.47,0.70
2121,2.03,0.00,2.47,0.70
2122,2.03,0.00,2.47,0.70
2123,2.03,0.00,2.47,0.70
2124,2.03,0.00,2.47,0.70
2125,2.03,0.00,2.47,0.70
2126,2.03,0.00,2.47,0.70
2127,2.03,0.00,2.47,0.70
2128,2.03,0.00,2.47,0.70
2129,2.03,0.00,2.47,0.70
2130,2.03,0.00,2.47,0.70
2131,2.03,0.00,2.47,0.70
2132,2.03,0.00,2.47,0.70
2133,2.03,0.00,2.47,0.70
2134,2.03,0.00,2.47,0.70
2135,2.03,0.00,2.47,0.70
2136,2.03,0.00,2.47,0.70
2137,2.03,0.00,2.47,0.70
2138,2.03,0.00,2.47,0.70
2139,2.03,0.00,2.47,0.70
2140,2.03,0.00,2.47,0.70
2141,2.03,0.00,2.47,0.70
2142,2.03,0.00,2.47,0.70
2143,2.03,0.00,2.47,0.70
2144,2.03,0.00,2.47,0.70
2145,2.03,0.00,2.47,0.70
2146,2.03,0.00,2.47,0.70
2147,2.03,0.00,2.47,0.70
2148,2.03,0.00,2.47,0.70
2149,2.03,0.00,2.47,0.70
2150,2.03,0.00,2.47,0.70
2151,2.03,0.00,2.47,0.70
2152,2.03,0.00,2.47,0.70
2153,2.03,0.00,2.47,0.70
2154,2.03,0.00,2.47,0.70
2155,2.03,0.00,2.47,0.70
2156,2.03,0.00,2.47,0.70
2157,2.03,0.00,2.47,0.70
2158,2.03,0.00,2.47,0.70
2159,2.03,0.00,2.47,0.70
2160,2.03,0.00,2.47,0.70
2161,2.03,0.00,2.47,0.70
2162,2.03,0.00,2.47,0.70
2163,2.03,0.00,2.47,0.70
2164,2.03,0.00,2.47,0.70
2165,2.03,0.00,2.47,0.70
2166,2.03,0.00,2.47,0.70
2167,2.03,0.00,2.47,0.70
2168,2.03,0.00,2.47,0.70
2169,2.03,0.00,2.47,0.70
2170,2.03,0.00,2.47,0.70
2171,2.03,0.00,2.47,0.70
2172,2.03,0.00,2.47,0.70
2173,2.03,0.00,2.47,0.70
2174,2.03,0.00,2.47,0.70
2175,2.03,0.00,2.47,0.70
2176,2.03,0.00,2.47,0.70
2177,2.03,0.00,2.47,0.70
2178,2.03,0.00,2.47,0.70
2179,2.03,0.00,2.47,0.70
2180,2.03,0.00,2.47,0.70
2181,2.03,0.00,2.47,0.70
2182,2.03,0.00,2.47,0.70
2183,2.03,0.00,2.47,0.70
2184,2.03,0.00,2.47,0.70
2185,2.03,0.00,2.47,0.70
2186,2.03,0.00,2.47,0.70
2187,2.03,0.00,2.47,0.70
2188,2.03,0.00,2.47,0.70
2189,2.03,0.00,2.47,0.70
2190,2.03,0.00,2.47,0.70
2191,2.03,0.00,2.47,0.70
2192,2.03,0.00,2.47,0.70
2193,2.03,0.00,2.47,0.70
2194,2.03,0.00,2.47,0.70
2195,2.03,0.00,2.47,0.70
2196,2.03,0.00,2.47,0.70
2197,2.03,0.00,2.47,0.70
2198,2.03,0.00,2.47,0.70
2199,2.03,0.00,2.47,0.70
2200,2.03,0.00,2.47,0.70
2201,2.03,0.00,2.47,0.70
2202,2.03,0.00,2.47,0.70
2203,2.03,0.00,2.47,0.70
2204,2.03,0.00,2.47,0.70
2205,2.03,0.00,2.47,0.70
2206,2.03,0.00,2.47,0.70
2207,2.03,0.00,2.47,0.70
2208,2.03,0.00,2.47,0.70
2209,2.03,0.00,2.47,0.70
2210,2.03,0.00,2.47,0.70
2211,2.03,0.00,2.47,0.70
2212,2.03,0.00,2.47,0.70
2213,2.03,0.00,2.47,0.70
2214,2.03,0.00,2.47,0.70
2215,2.03,0.00,2.47,0.70
2216,2.03,0.00,2.47,0.70
2217,2.03,0.00,2.47,0.70
2218,2.03,0.00,2.47,0.70
2219,2.03,0.00,2.47,0.70
2220,2.03,0.00,2.47,0.70
2221,2.03,0.00,2.47,0.70
2222,2.03,0.00,2.47,0.70
2223,2.03,0.00,2.47,0.70
2224,2.03,0.00,2.47,0.70
2225,2.03,0.00,2.47,0.70
2226,2.03,0.00,2.47,0.70
2227,2.03,0.00,2.47,0.70
2228,2.03,0.00,2.47,0.70
2229,2.03,0.00,2.47,0.70
2230,2.03,0.00,2.47,0.70
2231,2.03,0.00,2.47,0.70
2232,2.03,0.00,2.47,0.70
2233,2.03,0.00,2.47,0.70
2234,2.03,0.00,2.47,0.70
2235,2.03,0.00,2.47,0.70
2236,2.03,0.00,2.47,0.70
2237,2.03,0.00,2.47,0.70
2238,2.03,0.00,2.47,0.70
2239,2.03,0.00,2.47,0.70
2240,2.03,0.00,2.47,0.70
2241,2.03,0.00,2.47,0.70
2242,2.03,0.00,2.47,0.70
2243,2.03,0.00,2.47,0.70
2244,2.03,0.00,2.47,0.70
2245,2.03,0.00,2.47,0.70
2246,2.03,0.00,2.47,0.70
2247,2.03,0.00,2.47,0.70
2248,2.03,0.00,2.47,0.70
2249,2.03,0.00,2.47,0.70
2250,2.03,0.00,2.47,0.70
2251,2.03,0.00,2.47,0.70
2252,2.03,0.00,2.47,0.70
2253,2.03,0.00,2.47,0.70
2254,2.03,0.00,2.47,0.70
2255,2.03,0.00,2.47,0.70
2256,2.03,0.00,2.47,0.70
2257,2.03,0.00,2.47,0.70
2258,2.03,0.00,2.47,0.70
2259,2.03,0.00,2.47,0.70
2260,2.03,0.00,2.47,0.70
2261,2.03,0.00,2.47,0.70
2262,2.03,0.00,2.47,0.70
2263,2.03,0.00,2.47,0.70
2264,2.03,0.00,2.47,0.70
2265,2.03,0.00,2.47,0.70
2266,2.03,0.00,2.47,0.70
2267,2.03,0.00,2.47,0.70
2268,2.03,0.00,2.47,0.70
2269,2.03,0.00,2.47,0.70
2270,2.03,0.00,2.47,0.70
2271,2.03,0.00,2.47,0.70
2272,2.03,0.00,2.47,0.70
2273,2.03,0.00,2.47,0.70
2274,2.03,0.00,2.47,0.70
2275,2.03,0.00,2.47,0.70
2276,2.03,0.00,2.47,0.70
2277,2.03,0.00,2.47,0.70
2278,2.03,0.00,2.47,0.70
2279,2.03,0.00,2.47,0.70
2280,2.03,0.00,2.47,0.70
2281,2.03,0.00,2.47,0.70
2282,2.03,0.00,2.47,0.70
2283,2.03,0.00,2.47,0.70
2284,2.03,0.00,2.47,0.70
2285,2.03,0.00,2.47,0.70
2286,2.03,0.00,2.47,0.70
2287,2.03,0.00,2.47,0.70
2288,2.03,0.00,2.47,0.70
2289,2.03,0.00,2.47,0.70
2290,2.03,0.00,2.47,0.70
2291,2.03,0.00,2.47,0.70
2292,2.03,0.00,2.47,0.70
2293,2.03,0.00,2.47,0.70
2294,2.03,0.00,2.47,0.70
2295,2.03,0.00,2.47,0.70
2296,2.03,0.00,2.47,0.70
2297,2.03,0.00,2.47,0.70
2298,2.03,0.00,2.47,0.70
2299,2.03,0.00,2.47,0.70
2300,2.03,0.00,2.47,0.70
2301,2.03,0.00,2.47,0.70
2302,2.03,0.00,2.47,0.70
2303,2.03,0.00,2.47,0.70
2304,2.03,0.00,2.47,0.70
2305,2.03,0.00,2.47,0.70
2306,2.03,0.00,2.47,0.70
2307,2.03,0.00,2.47,0.70
2308,2.03,0.00,2.47,0.70
2309,2.03,0.00,2.47,0.70
2310,2.03,0.00,2.47,0.70
2311,2.03,0.00,2.47,0.70
2312,2.03,0.00,2.47,0.70
2313,2.03,0.00,2.47,0.70
2314,2.03,0.00,2.47,0.70
2315,2.03,0.00,2.47,0.70
2316,2.03,0.00,2.47,0.70
2317,2.03,0.00,2.47,0.70
2318,2.03,0.00,2.47,0.70
2319,2.03,0.00,2.47,0.70
2320,2.03,0.00,2.47,0.70
2321,2.03,0.00,2.47,0.70
2322,2.03,0.00,2.47,0.70
2323,2.03,0.00,2.47,0.70
2324,2.03,0.00,2.47,0.70
2325,2.03,0.00,2.47,0.70
2326,2.03,0.00,2.47,0.70
2327,2.03,0.00,2.47,0.70
2328,2.03,0.00,2.47,0.70
2329,2.03,0.00,2.47,0.70
2330,2.03,0.00,2.47,0.70
2331,2.03,0.00,2.47,0.70
2332,2.03,0.00,2.47,0.70
2333,2.03,0.00,2.47,0.70
2334,2.03,0.00,2.47,0.70
2335,2.03,0.00,2.47,0.70
2336,2.03,0.00,2.47,0.70
2337,2.03,0.00,2.47,0.70
2338,2.03,0.00,2.47,0.70
2339,2.03,0.00,2.47,0.70
2340,2.03,0.00,2.47,0.70
2341,2.03,0.00,2.47,0.70
2342,2.03,0.00,2.47,0.70
2343,2.03,0.00,2.47,0.70
2344,2.03,0.00,2.47,0.70
2345,2.03,0.00,2.47,0.70
2346,2.03,0.00,2.47,0.70
2347,2.03,0.00,2.47,0.70
2348,2.03,0.00,2.47,0.70
2349,2.03,0.00,2.47,0.70
2350,2.03,0.00,2.47,0.70
2351,2.03,0.00,2.47,0.70
2352,2.03,0.00,2.47,0.70
2353,2.03,0.00,2.47,0.70
2354,2.03,0.00,2.47,0.70
2355,2.03,0.00,2.47,0.70
2356,2.03,0.00,2.47,0.70
2357,2.03,0.00,2.47,0.70
2358,2.03,0.00,2.47,0.70
2359,2.03,0.00,2.47,0.70
2360,2.03,0.00,2.47,0.70
2361,2.03,0.00,2.47,0.70
2362,2.03,0.00,2.47,0.70
2363,2.03,0.00,2.47,0.70
2364,2.03,0.00,2.47,0.70
2365,2.03,0.00,2.47,0.70
2366,2.03,0.00,2.47,0.70
2367,2.03,0.00,2.47,0.70
2368,2.03,0.00,2.47,0.70
2369,2.03,0.00,2.47,0.70
2370,2.03,0.00,2.47,0.70
2371,2.03,0.00,2.47,0.70
2372,2.03,0.00,2.47,0.70
2373,2.03,0.00,2.47,0.70
2374,2.03,0.00,2.47,0.70
2375,2.03,0.00,2.47,0.70
2376,2.03,0.00,2.47,0.70
2377,2.03,0.00,2.47,0.70
2378,2.03,0.00,2.47,0.70
2379,2.03,0.00,2.47,0.70
2380,2.03,0.00,2.47,0.70
2381,2.03,0.00,2.47,0.70
2382,2.03,0.00,2.47,0.70
2383,2.03,0.00,2.47,0.70
2384,2.03,0.00,2.47,0.70
2385,2.03,0.00,2.47,0.70
2386,2.03,0.00,2.47,0.70
2387,2.03,0.00,2.47,0.70
2388,2.03,0.00,2.47,0.70
2389,2.03,0.00,2.47,0.70
2390,2.03,0.00,2.47,0.70
2391,2.03,0.00,2.47,0.70
2392,2.03,0.00,2.47,0.70
2393,2.03,0.00,2.47,0.70
2394,2.03,0.00,2.47,0.70
2395,2.03,0.00,2.47,0.70
2396,2.03,0.00,2.47,0.70
2397,2.03,0.00,2.47,0.70
2398,2.03,0.00,2.47,0.70
2399,2.03,0.00,2.47,0.70
2400,2.03,0.00,2.47,0.70
2401,2.03,0.00,2.47,0.70
2402,2.03,0.00,2.47,0.70
2403,2.03,0.00,2.47,0.70
2404,2.03,0.00,2.47,0.70
2405,2.03,0.00,2.47,0.70
2406,2.03,0.00,2.47,0.70
2407,2.03,0.00,2.47,0.70
2408,2.03,0.00,2.47,0.70
2409,2.03,0.00,2.47,0.70
2410,2.03,0.00,2.47,0.70
2411,2.03,0.00,2.47,0.70
2412,2.03,0.00,2.47,0.70
2413,2.03,0.00,2.47,0.70
2414,2.03,0.00,2.47,0.70
2415,2.03,0.00,2.47,0.70
2416,2.03,0.00,2.47,0.70
2417,2.03,0.00,2.47,0.70
2418,2.03,0.00,2.47,0.70
2419,2.03,0.00,2.47,0.70
2420,2.03,0.00,2.47,0.70
2421,2.03,0.00,2.47,0.70
2422,2.03,0.00,2.47,0.70
2423,2.03,0.00,2.47,0.70
2424,2.03,0.00,2.47,0.70
2425,2.03,0.00,2.47,0.70
2426,2.03,0.00,2.47,0.70
2427,2.03,0.00,2.47,0.70
2428,2.03,0.00,2.47,0.70
2429,2.03,0.00,2.47,0.70
2430,2.03,0.00,2.47,0.70
2431,2.03,0.00,2.47,0.70
2432,2.03,0.00,2.47,0.70
2433,2.03,0.00,2.47,0.70
2434,2.03,0.00,2.47,0.70
2435,2.03,0.00,2.47,0.70
2436,2.03,0.00,2.47,0.70
2437,2.03,0.00,2.47,0.70
2438,2.03,0.00,2.47,0.70
2439,2.03,0.00,2.47,0.70
2440,2.03,0.00,2.47,0.70
2441,2.03,0.00,2.47,0.70
2442,2.03,0.00,2.47,0.70
2443,2.03,0.00,2.47,0.70
2444,2.03,0.00,2.47,0.70
2445,2.03,0.00,2.47,0.70
2446,2.03,0.00,2.47,0.70
2447,2.03,0.00,2.47,0.70
2448,2.03,0.00,2.47,0.70
2449,2.03,0.00,2.47,0.70
2450,2.03,0.00,2.47,0.70
2451,2.03,0.00,2.47,0.70
2452,2.03,0.00,2.47,0.70
2453,2.03,0.00,2.47,0.70
2454,2.03,0.00,2.47,0.70
2455,2.03,0.00,2.47,0.70
2456,2.03,0.00,2.47,0.70
2457,2.03,0.00,2.47,0.70
2458,2.03,0.00,2.47,0.70
2459,2.03,0.00,2.47,0.70
2460,2.03,0.00,2.47,0.70
2461,2.03,0.00,2.47,0.70
2462,2.03,0.00,2.47,0.70
2463,2.03,0.00,2.47,0.70
2464,2.03,0.00,2.47,0.70
2465,2.03,0.00,2.47,0.70
2466,2.03,0.00,2.47,0.70
2467,2.03,0.00,2.47,0.70
2468,2.03,0.00,2.47,0.70
2469,2.03,0.00,2.47,0.70
2470,2.03,0.00,2.47,0.70
2471,2.03,0.00,2.47,0.70
2472,2.03,0.00,2.47,0.70
2473,2.03,0.00,2.47,0.70
2474,2.03,0.00,2.47,0.70
2475,2.03,0.00,2.47,0.70
2476,2.03,0.00,2.47,0.70
2477,2.03,0.00,2.47,0.70
2478,2.03,0.00,2.47,0.70
2479,2.03,0.00,2.47,0.70
2480,2.03,0.00,2.47,0.70
2481,2.03,0.00,2.47,0.70
2482,2.03,0.00,2.47,0.70
2483,2.03,0.00,2.47,0.70
2484,2.03,0.00,2.47,0.70
2485,2.03,0.00,2.47,0.70
2486,2.03,0.00,2.47,0.70
2487,2.03,0.00,2.47,0.70
2488,2.03,0.00,2.47,0.70
2489,2.03,0.00,2.47,0.70
2490,2.03,0.00,2.47,0.70
2491,2.03,0.00,2.47,0.70
2492,2.03,0.00,2.47,0.70
2493,2.03,0.00,2.47,0.70
2494,2.03,0.00,2.47,0.70
2495,2.03,0.00,2.47,0.70
2496,2.03,0.00,2.47,0.70
2497,2.03,0.00,2.47,0.70
2498,2.03,0.00,2.47,0.70
2499,2.03,0.00,2.47,0.70
2500,2.03,0.00,2.47,0.70
2501,2.03,0.00,2.47,0.70
2502,2.03,0.00,2.47,0.70
2503,2.03,0.00,2.47,0.70
2504,2.03,0.00,2.47,0.70
2505,2.03,0.00,2.47,0.70
2506,2.03,0.00,2.47,0.70
2507,2.03,0.00,2.47,0.70
2508,2.03,0.00,2.47,0.70
2509,2.03,0.00,2.47,0.70
2510,2.03,0.00,2.47,0.70
2511,2.03,0.00,2.47,0.70
2512,2.03,0.00,2.47,0.70
2513,2.03,0.00,2.47,0.70
2514,2.03,0.00,2.47,0.70
2515,2.03,0.00,2.47,0.70
2516,2.03,0.00,2.47,0.70
2517,2.03,0.00,2.47,0.70
2518,2.03,0.00,2.47,0.70
2519,2.03,0.00,2.47,0.70
2520,2.03,0.00,2.47,0.70
2521,2.03,0.00,2.47,0.70
2522,2.03,0.00,2.47,0.70
2523,2.03,0.00,2.47,0.70
2524,2.03,0.00,2.47,0.70
2525,2.03,0.00,2.47,0.70
2526,2.03,0.00,2.47,0.70
2527,2.03,0.00,2.47,0.70
2528,2.03,0.00,2.47,0.70
2529,2.03,0.00,2.47,0.70
2530,2.03,0.00,2.47,0.70
2531,2.03,0.00,2.47,0.70
2532,2.03,0.00,2.47,0.70
2533,2.03,0.00,2.47,0.70
2534,2.03,0.00,2.47,0.70
2535,2.03,0.00,2.47,0.70
2536,2.03,0.00,2.47,0.70
2537,2.03,0.00,2.47,0.70
2538,2.03,0.00,2.47,0.70
2539,2.03,0.00,2.47,0.70
2540,2.03,0.00,2.47,0.70
2541,2.03,0.00,2.47,0.70
2542,2.03,0.00,2.47,0.70
2543,2.03,0.00,2.47,0.70
2544,2.03,0.00,2.47,0.70
2545,2.03,0.00,2.47,0.70
2546,2.03,0.00,2.47,0.70
2547,2.03,0.00,2.47,0.70
2548,2.03,0.00,2.47,0.70
2549,2.03,0.00,2.47,0.70
2550,2.03,0.00,2.47,0.70
2551,2.03,0.00,2.47,0.70
2552,2.03,0.00,2.47,0.70
2553,2.03,0.00,2.47,0.70
2554,2.03,0.00,2.47,0.70
2555,2.03,0.00,2.47,0.70
2556,2.03,0.00,2.47,0.70
2557,2.03,0.00,2.47,0.70
2558,2.03,0.00,2.47,0.70
2559,2.03,0.00,2.47,0.70
2560,2.03,0.00,2.47,0.70
2561,2.03,0.00,2.47,0.70
2562,2.03,0.00,2.47,0.70
2563,2.03,0.00,2.47,0.70
2564,2.03,0.00,2.47,0.70
2565,2.03,0.00,2.47,0.70
2566,2.03,0.00,2.47,0.70
2567,2.03,0.00,2.47,0.70
2568,2.03,0.00,2.47,0.70
2569,2.03,0.00,2.47,0.70
2570,2.03,0.00,2.47,0.70
2571,2.03,0.00,2.47,0.70
2572,2.03,0.00,2.47,0.70
2573,2.03,0.00,2.47,0.70
2574,2.03,0.00,2.47,0.70
2575,2.03,0.00,2.47,0.70
2576,2.03,0.00,2.47,0.70
2577,2.03,0.00,2.47,0.70
2578,2.03,0.00,2.47,0.70
2579,2.03,0.00,2.47,0.70
2580,2.03,0.00,2.47,0.70
2581,2.03,0.00,2.47,0.70
2582,2.03,0.00,2.47,0.70
2583,2.03,0.00,2.47,0.70
2584,2.03,0.00,2.47,0.70
2585,2.03,0.00,2.47,0.70
2586,2.03,0.00,2.47,0.70
2587,2.03,0.00,2.47,0.70
2588,2.03,0.00,2.47,0.70
2589,2.03,0.00,2.47,0.70
2590,2.03,0.00,2.47,0.70
2591,2.03,0.00,2.47,0.70
2592,2.03,0.00,2.47,0.70
2593,2.03,0.00,2.47,0.70
2594,2.03,0.00,2.47,0.70
2595,2.03,0.00,2.47,0.70
2596,2.03,0.00,2.47,0.70
2597,2.03,0.00,2.47,0.70
2598,2.03,0.00,2.47,0.70
2599,2.03,0.00,2.47,0.70
2600,2.03,0.00,2.47,0.70
2601,2.03,0.00,2.47,0.70
2602,2.03,0.00,2.47,0.70
2603,2.03,0.00,2.47,0.70
2604,2.03,0.00,2.47,0.70
2605,2.03,0.00,2.47,0.70
2606,2.03,0.00,2.47,0.70
2607,2.03,0.00,2.47,0.70
2608,2.03,0.00,2.47,0.70
2609,2.03,0.00,2.47,0.70
2610,2.03,0.00,2.47,0.70
2611,2.03,0.00,2.47,0.70
2612,2.03,0.00,2.47,0.70
2613,2.03,0.00,2.47,0.70
2614,2.03,0.00,2.47,0.70
2615,2.03,0.00,2.47,0.70
2616,2.03,0.00,2.47,0.70
2617,2.03,0.00,2.47,0.70
2618,2.03,0.00,2.47,0.70
2619,2.03,0.00,2.47,0.70
2620,2.03,0.00,2.47,0.70
2621,2.03,0.00,2.47,0.70
2622,2.03,0.00,2.47,0.70
2623,2.03,0.00,2.47,0.70
2624,2.03,0.00,2.47,0.70
